6.41,3.94,1.38
7.16,4.16,1.81
2.53,2.17,4.62
3.17,1.96,4.23
3.11,2.00,5.12
3.04,2.08,4.41
3.17,2.24,4.74
2.65,2.33,5.39
2.77,1.53,4.78
3.16,1.88,4.90
3.62,2.02,4.90
2.77,2.20,5.17
3.07,1.91,5.31
3.56,2.03,5.14
3.41,2.14,5.11
2.99,1.81,4.18
2.62,2.71,4.82
3.07,1.96,4.91
2.89,1.61,4.98
1.61,7.66,1.70
1.60,8.09,1.32
1.95,8.50,2.21
2.05,7.20,2.01
2.19,8.23,2.33
2.20,7.53,1.62
2.05,8.29,1.59
1.72,8.30,1.86
1.67,8.28,1.40
1.88,8.22,1.87
1.72,7.74,2.34
2.45,7.58,1.57
2.37,7.41,1.66
2.02,8.14,2.17
1.78,8.21,2.68
1.98,7.52,1.87
2.19,7.52,1.79
5.77,8.37,4.80
5.87,8.35,3.93
6.25,8.32,4.03
6.02,8.05,3.95
6.01,8.34,3.31
6.16,7.43,4.18
5.95,7.71,3.83
5.46,8.21,3.71
6.09,7.54,4.15
6.33,8.47,4.20
5.67,7.61,3.64
6.31,7.98,3.18
6.37,8.01,3.98
5.69,7.63,3.06
5.88,7.75,4.07
5.49,8.98,3.89
3.67,4.85,2.78
2.36,4.72,3.16
3.34,5.03,2.81
2.81,5.24,3.08
3.43,5.01,2.66
2.98,4.82,2.60
3.07,5.07,3.18
2.50,5.08,3.43
3.31,4.61,3.54
2.92,4.92,2.95
2.57,5.01,2.92
2.99,4.88,2.66
2.92,5.10,3.28
2.22,5.25,2.47
2.61,4.56,3.13
3.26,5.19,2.86
2.44,4.80,3.31
7.41,4.81,1.58
6.61,3.19,1.66
7.27,4.10,1.35
6.84,4.55,1.53
6.63,3.78,1.29
6.71,3.96,1.80
6.75,3.97,1.34
7.05,3.64,1.39
6.89,4.23,1.62
7.53,4.17,1.88
7.12,3.42,2.33
6.63,4.31,1.46
6.59,3.64,1.62
6.66,4.06,1.78
6.52,4.42,1.53
7.54,4.08,1.70
7.12,4.54,1.48
2.48,2.25,4.92
2.52,1.73,4.98
3.46,1.92,4.70
3.00,1.80,5.44
2.90,2.14,5.03
3.24,2.52,4.93
2.91,2.13,5.17
3.44,1.17,5.22
2.73,1.84,5.00
2.57,2.17,4.68
2.77,2.43,4.81
2.71,1.70,4.97
3.15,1.34,5.17
3.32,1.94,4.97
2.93,1.78,4.77
3.05,2.26,5.33
9.30,2.45,2.39
1.61,8.08,1.98
2.37,7.51,1.91
1.59,8.15,1.35
1.91,8.09,1.70
2.65,8.75,1.78
1.80,7.90,2.38
2.18,7.95,1.89
1.95,7.54,1.80
1.78,7.81,1.75
2.31,7.87,1.81
2.82,8.15,1.77
2.30,7.82,3.04
1.42,8.87,2.47
2.23,7.85,2.38
1.56,7.79,2.87
2.35,7.67,2.55
1.90,7.83,2.00
5.42,8.60,4.15
6.68,7.49,3.91
6.06,8.15,3.97
5.44,8.04,3.56
6.14,7.40,3.68
5.93,8.21,3.42
6.01,7.80,3.94
6.19,7.60,3.77
6.23,8.10,3.64
6.10,7.78,4.39
6.74,8.23,4.24
6.24,8.46,3.75
5.37,7.92,3.95
6.14,7.99,3.72
5.34,7.68,4.00
6.07,8.86,3.66
2.29,4.40,3.23
2.97,5.35,2.58
3.17,4.76,3.17
3.25,4.49,2.64
2.54,5.00,3.26
3.03,5.18,2.37
2.97,4.97,2.44
3.59,5.31,3.00
3.27,5.08,3.50
3.03,5.01,2.90
2.83,5.41,3.15
3.00,4.65,3.10
2.97,4.39,3.43
2.77,4.61,3.18
3.39,5.18,2.50
2.76,5.01,2.81
2.46,5.03,3.04
7.03,4.72,1.34
6.69,4.36,1.35
7.03,3.51,1.66
7.30,3.88,2.46
7.31,3.39,1.82
6.53,3.90,1.27
7.40,4.05,0.88
7.16,4.26,1.89
7.32,4.39,1.38
7.03,4.41,1.70
6.63,4.19,1.88
6.82,4.19,2.04
6.83,3.99,1.47
6.66,3.79,1.77
7.39,4.18,1.16
7.37,4.03,2.03
7.51,3.67,1.68
3.06,1.98,5.03
2.54,2.10,4.54
3.37,1.63,4.92
2.71,1.64,5.22
2.52,2.21,5.78
2.94,1.45,5.53
2.86,1.52,5.19
2.70,1.61,5.61
2.87,1.74,5.31
3.64,1.94,4.70
3.14,1.99,5.37
3.37,1.77,5.15
3.81,1.93,4.67
2.96,1.68,4.59
2.93,2.02,4.93
2.60,2.91,5.15
2.27,7.69,2.04
1.99,7.89,1.62
1.93,8.06,2.31
1.59,7.77,2.01
1.82,7.89,1.71
1.97,7.72,2.16
2.03,8.47,1.83
2.16,8.47,1.80
2.07,8.21,1.55
1.99,8.20,1.73
1.92,7.77,2.27
1.40,8.75,2.21
2.26,7.99,2.27
1.88,7.88,1.76
2.13,8.23,1.77
1.55,7.19,2.43
6.19,7.93,4.87
6.68,7.53,3.99
5.57,8.32,3.04
5.96,8.19,3.78
5.40,8.30,4.28
5.36,7.70,4.27
6.47,8.65,4.23
6.26,7.95,4.12
6.14,8.26,4.04
5.98,7.89,4.39
5.61,8.20,4.45
5.77,8.51,4.27
5.98,7.64,4.22
5.98,8.13,3.58
6.30,8.24,4.22
5.96,8.43,4.32
5.76,7.72,4.33
2.96,4.85,3.27
3.22,5.39,3.20
3.22,5.05,3.57
3.00,4.92,3.15
2.89,4.56,2.97
2.44,4.95,2.99
2.98,5.56,2.97
2.88,4.57,3.31
2.98,5.26,2.35
3.33,4.52,3.26
2.28,5.10,2.54
2.67,5.13,2.77
3.42,5.22,2.69
3.18,5.27,2.91
2.86,5.39,2.93
2.95,5.13,3.26
3.23,5.27,3.17
7.10,3.84,2.13
6.51,4.11,1.13
7.33,4.53,1.29
7.36,4.13,0.99
6.56,3.82,1.49
6.92,3.92,1.43
6.66,4.20,1.31
7.15,4.63,1.42
6.42,5.10,1.31
6.59,3.84,1.57
6.82,4.32,1.82
6.72,4.56,1.47
6.74,4.01,1.70
7.25,4.47,1.36
6.80,3.50,1.58
6.89,4.37,1.34
3.33,2.33,5.49
2.20,2.70,4.86
2.94,2.07,5.04
2.87,2.62,5.36
2.95,2.49,5.17
3.74,1.82,4.82
2.86,1.75,5.23
3.31,2.74,4.76
2.84,1.97,5.03
2.63,1.61,5.13
2.74,1.80,5.18
2.78,1.60,4.76
2.65,2.01,4.77
2.51,2.03,5.25
2.82,1.42,4.62
3.34,1.70,4.34
2.94,1.86,5.03
2.04,8.40,1.91
2.24,7.96,1.52
1.93,7.77,1.53
1.75,7.97,1.79
1.95,8.19,2.21
2.31,8.07,1.35
1.57,7.96,2.16
2.28,7.56,1.45
1.76,8.14,2.02
2.23,7.97,2.26
2.15,7.22,1.87
1.57,7.80,2.07
2.31,8.02,2.26
2.40,7.78,2.26
2.07,8.26,1.73
2.10,7.70,1.78
5.26,7.95,3.70
6.01,7.66,3.79
6.06,7.32,3.89
5.56,7.93,3.56
5.93,8.28,4.29
5.96,8.69,4.68
5.71,8.29,4.10
6.34,6.74,4.48
6.48,8.15,3.62
6.15,7.59,4.01
5.81,8.02,3.94
5.70,8.21,3.81
5.78,7.88,4.30
6.07,7.37,4.06
5.73,8.37,4.26
6.08,7.72,3.55
6.05,7.57,4.36
3.43,5.11,2.42
3.32,4.77,3.43
3.09,5.08,3.29
3.20,4.87,3.37
3.31,5.25,3.22
2.34,5.32,3.69
2.50,5.43,2.90
3.13,4.52,2.77
3.09,5.75,2.96
2.57,4.54,3.65
3.31,4.51,2.91
3.33,4.75,3.37
3.35,5.05,2.96
3.10,4.32,2.43
3.40,5.14,3.59
3.88,4.85,3.22
3.14,4.92,3.50
7.40,3.83,0.93
7.38,4.56,1.42
6.73,4.32,1.90
6.10,3.53,1.29
6.78,4.14,2.55
6.42,3.90,1.48
7.15,3.87,1.65
6.86,4.20,1.65
7.17,4.70,1.78
7.34,4.56,1.39
6.53,3.61,1.80
6.36,4.34,1.07
7.49,3.88,2.11
7.02,4.09,1.49
6.66,3.44,1.67
7.13,4.51,1.31
2.87,1.46,5.05
3.43,2.07,4.19
2.75,2.32,5.26
3.13,1.56,5.00
3.46,2.07,5.33
3.24,1.78,4.44
3.09,2.06,4.94
2.46,2.07,4.82
2.75,1.96,4.93
3.16,2.06,5.22
2.39,1.76,4.47
3.00,2.48,5.17
2.89,1.87,4.95
3.13,2.57,5.15
2.76,2.16,5.26
3.44,1.69,4.69
3.60,2.32,4.91
